away_team,away_team_id,competition_id,date,home_team,home_team_id,match_id
"{0: 'Newcastle Falcons', 1: 'Harlequins', 2: 'Bristol Rugby', 3: 'Lions', 4: 'Glasgow Warriors', 5: 'Leinster', 6: 'Cardiff Blues', 7: 'La Plata Rugby Club', 8: 'B.A.C.R.C.', 9: 'Hindú', 10: 'Newman', 11: 'Los Tilos', 12: 'SIC', 13: ""Hawke's Bay"", 14: 'Counties Manukau', 15: 'Taranaki'}","{0: '25906', 1: '25901', 2: '25899', 3: '25958', 4: '25952', 5: '25924', 6: '25965', 7: '289354', 8: '6481', 9: '6459', 10: '6453', 11: '6449', 12: '6461', 13: '25937', 14: '25935', 15: '25945'}","{0: '267979', 1: '267979', 2: '267979', 3: '270557', 4: '270557', 5: '270557', 6: '270557', 7: '289279', 8: '289279', 9: '289279', 10: '289279', 11: '289279', 12: '289279', 13: '270563', 14: '270563', 15: '270563'}","{0: '20251004', 1: '20251004', 2: '20251004', 3: '20251004', 4: '20251004', 5: '20251004', 6: '20251004', 7: '20251004', 8: '20251004', 9: '20251004', 10: '20251004', 11: '20251004', 12: '20251004', 13: '20251004', 14: '20251004', 15: '20251004'}","{0: 'Exeter Chiefs', 1: 'Leicester Tigers', 2: 'Saracens', 3: 'Zebre', 4: 'Benetton Treviso', 5: 'Bulls', 6: 'Munster', 7: 'Alumni', 8: 'CUBA', 9: 'Belgrano AC', 10: 'CASI', 11: 'San Luis', 12: 'Regatas Bella Vista', 13: 'Manawatu', 14: 'Tasman', 15: 'Canterbury'}","{0: '116227', 1: '25903', 2: '25909', 3: '167124', 4: '25927', 5: '25953', 6: '25925', 7: '6447', 8: '6537', 9: '6534', 10: '6455', 11: '6536', 12: '11935', 13: '25940', 14: '25946', 15: '25933'}","{0: '602986', 1: '602987', 2: '602988', 3: '602540', 4: '602541', 5: '602542', 6: '602543', 7: '602411', 8: '602412', 9: '602413', 10: '602414', 11: '602415', 12: '602416', 13: '602281', 14: '602282', 15: '602283'}"
{0: 'Northampton Saints'},{0: '25907'},{0: '267979'},{0: '20251005'},{0: 'Gloucester Rugby'},{0: '25900'},{0: '602989'}
"{0: 'Newcastle Falcons', 1: 'Edinburgh', 2: 'Stormers', 3: 'Toulon', 4: 'Perpignan', 5: 'Montpellier Herault', 6: 'Bayonne', 7: 'La Rochelle', 8: 'Bordeaux Begles', 9: 'Castres Olympique'}","{0: '25906', 1: '25951', 2: '25962', 3: '25986', 4: '25920', 5: '25918', 6: '25912', 7: '119318', 8: '143737', 9: '25916'}","{0: '267979', 1: '270557', 2: '270557', 3: '270559', 4: '270559', 5: '270559', 6: '270559', 7: '270559', 8: '270559', 9: '270559'}","{0: '20251010', 1: '20251010', 2: '20251010', 3: '20251010', 4: '20251010', 5: '20251010', 6: '20251010', 7: '20251010', 8: '20251010', 9: '20251010'}","{0: 'Sale Sharks', 1: 'Munster', 2: 'Scarlets', 3: 'Clermont Auvergne', 4: 'Lyon', 5: 'Racing 92', 6: 'Pau', 7: 'Stade Francais Paris', 8: 'Stade Toulousain', 9: 'US Montauban'}","{0: '25908', 1: '25925', 2: '25966', 3: '25917', 4: '143736', 5: '99855', 6: '270567', 7: '25921', 8: '25922', 9: '289766'}","{0: '602990', 1: '602544', 2: '602545', 3: '602714', 4: '602715', 5: '602716', 6: '602717', 7: '602718', 8: '602719', 9: '602720'}"
"{0: 'Exeter Chiefs', 1: 'Leicester Tigers', 2: 'Gloucester Rugby', 3: 'Lions', 4: 'Zebre', 5: 'Dragons', 6: 'Sharks', 7: 'Bulls', 8: 'Connacht', 9: 'Alumni', 10: 'Regatas Bella Vista', 11: 'San Luis', 12: 'CASI', 13: 'Belgrano AC', 14: 'CUBA'}","{0: '116227', 1: '25903', 2: '25900', 3: '25958', 4: '167124', 5: '25967', 6: '25961', 7: '25953', 8: '25923', 9: '6447', 10: '11935', 11: '6536', 12: '6455', 13: '6534', 14: '6537'}","{0: '267979', 1: '267979', 2: '267979', 3: '270557', 4: '270557', 5: '270557', 6: '270557', 7: '270557', 8: '270557', 9: '289279', 10: '289279', 11: '289279', 12: '289279', 13: '289279', 14: '289279'}","{0: '20251011', 1: '20251011', 2: '20251011', 3: '20251011', 4: '20251011', 5: '20251011', 6: '20251011', 7: '20251011', 8: '20251011', 9: '20251011', 10: '20251011', 11: '20251011', 12: '20251011', 13: '20251011', 14: '20251011'}","{0: 'Bristol Rugby', 1: 'Northampton Saints', 2: 'Bath Rugby', 3: 'Benetton Treviso', 4: 'Ospreys', 5: 'Glasgow Warriors', 6: 'Leinster', 7: 'Ulster', 8: 'Cardiff Blues', 9: 'SIC', 10: 'Los Tilos', 11: 'Newman', 12: 'Hindú', 13: 'B.A.C.R.C.', 14: 'La Plata Rugby Club'}","{0: '25899', 1: '25907', 2: '25898', 3: '25927', 4: '25968', 5: '25952', 6: '25924', 7: '25926', 8: '25965', 9: '6461', 10: '6449', 11: '6453', 12: '6459', 13: '6481', 14: '289354'}","{0: '602991', 1: '602992', 2: '602993', 3: '602546', 4: '602547', 5: '602548', 6: '602549', 7: '602550', 8: '602551', 9: '602417', 10: '602418', 11: '602419', 12: '602420', 13: '602421', 14: '602422'}"
{0: 'Saracens'},{0: '25909'},{0: '267979'},{0: '20251012'},{0: 'Harlequins'},{0: '25901'},{0: '602994'}
"{0: 'Bristol Rugby', 1: 'Northampton Saints', 2: 'Benetton Treviso', 3: 'Bulls', 4: 'Cardiff Blues', 5: 'Clermont Auvergne', 6: 'Stade Francais Paris', 7: 'Lyon', 8: 'Racing 92', 9: 'Stade Toulousain', 10: 'US Montauban', 11: 'Bordeaux Begles'}","{0: '25899', 1: '25907', 2: '25927', 3: '25953', 4: '25965', 5: '25917', 6: '25921', 7: '143736', 8: '99855', 9: '25922', 10: '289766', 11: '143737'}","{0: '267979', 1: '267979', 2: '270557', 3: '270557', 4: '270557', 5: '270559', 6: '270559', 7: '270559', 8: '270559', 9: '270559', 10: '270559', 11: '270559'}","{0: '20251017', 1: '20251017', 2: '20251017', 3: '20251017', 4: '20251017', 5: '20251017', 6: '20251017', 7: '20251017', 8: '20251017', 9: '20251017', 10: '20251017', 11: '20251017'}","{0: 'Gloucester Rugby', 1: 'Newcastle Falcons', 2: 'Edinburgh', 3: 'Connacht', 4: 'Dragons', 5: 'Bayonne', 6: 'Castres Olympique', 7: 'Montpellier Herault', 8: 'Toulon', 9: 'Pau', 10: 'La Rochelle', 11: 'Perpignan'}","{0: '25900', 1: '25906', 2: '25951', 3: '25923', 4: '25967', 5: '25912', 6: '25916', 7: '25918', 8: '25986', 9: '270567', 10: '119318', 11: '25920'}","{0: '602995', 1: '602996', 2: '602552', 3: '602553', 4: '602554', 5: '602721', 6: '602722', 7: '602723', 8: '602724', 9: '602725', 10: '602726', 11: '602727'}"
"{0: 'Bath Rugby', 1: 'Sale Sharks', 2: 'Scarlets', 3: 'Ulster', 4: 'Munster', 5: 'Stormers', 6: 'Glasgow Warriors'}","{0: '25898', 1: '25908', 2: '25966', 3: '25926', 4: '25925', 5: '25962', 6: '25952'}","{0: '267979', 1: '267979', 2: '270557', 3: '270557', 4: '270557', 5: '270557', 6: '270557'}","{0: '20251018', 1: '20251018', 2: '20251018', 3: '20251018', 4: '20251018', 5: '20251018', 6: '20251018'}","{0: 'Leicester Tigers', 1: 'Saracens', 2: 'Lions', 3: 'Sharks', 4: 'Leinster', 5: 'Zebre', 6: 'Ospreys'}","{0: '25903', 1: '25909', 2: '25958', 3: '25961', 4: '25924', 5: '167124', 6: '25968'}","{0: '602997', 1: '602998', 2: '602555', 3: '602556', 4: '602557', 5: '602558', 6: '602559'}"
{0: 'Harlequins'},{0: '25901'},{0: '267979'},{0: '20251019'},{0: 'Exeter Chiefs'},{0: '116227'},{0: '602999'}
"{0: 'Saracens', 1: 'Bulls', 2: 'Castres Olympique', 3: 'La Rochelle', 4: 'Pau', 5: 'Montpellier Herault', 6: 'Toulon', 7: 'Bayonne', 8: 'Perpignan', 9: 'Australia'}","{0: '25909', 1: '25953', 2: '25916', 3: '119318', 4: '270567', 5: '25918', 6: '25986', 7: '25912', 8: '25920', 9: '6'}","{0: '267979', 1: '270557', 2: '270559', 3: '270559', 4: '270559', 5: '270559', 6: '270559', 7: '270559', 8: '270559', 9: '289234'}","{0: '20251024', 1: '20251024', 2: '20251024', 3: '20251024', 4: '20251024', 5: '20251024', 6: '20251024', 7: '20251024', 8: '20251024', 9: '20251024'}","{0: 'Northampton Saints', 1: 'Glasgow Warriors', 2: 'Clermont Auvergne', 3: 'Lyon', 4: 'Racing 92', 5: 'Stade Francais Paris', 6: 'Stade Toulousain', 7: 'Bordeaux Begles', 8: 'US Montauban', 9: 'Japan'}","{0: '25907', 1: '25952', 2: '25917', 3: '143736', 4: '99855', 5: '25921', 6: '25922', 7: '143737', 8: '289766', 9: '23'}","{0: '603000', 1: '602560', 2: '602728', 3: '602729', 4: '602730', 5: '602731', 6: '602732', 7: '602733', 8: '602734', 9: '602465'}"
"{0: 'Gloucester Rugby', 1: 'Newcastle Falcons', 2: 'Bristol Rugby', 3: 'Sale Sharks', 4: 'Ulster', 5: 'Scarlets', 6: 'Zebre', 7: 'Stormers', 8: 'Ospreys', 9: 'Connacht', 10: 'Edinburgh'}","{0: '25900', 1: '25906', 2: '25899', 3: '25908', 4: '25926', 5: '25966', 6: '167124', 7: '25962', 8: '25968', 9: '25923', 10: '25951'}","{0: '267979', 1: '267979', 2: '267979', 3: '267979', 4: '270557', 5: '270557', 6: '270557', 7: '270557', 8: '270557', 9: '270557', 10: '270557'}","{0: '20251025', 1: '20251025', 2: '20251025', 3: '20251025', 4: '20251025', 5: '20251025', 6: '20251025', 7: '20251025', 8: '20251025', 9: '20251025', 10: '20251025'}","{0: 'Exeter Chiefs', 1: 'Harlequins', 2: 'Bath Rugby', 3: 'Leicester Tigers', 4: 'Lions', 5: 'Sharks', 6: 'Leinster', 7: 'Benetton Treviso', 8: 'Dragons', 9: 'Munster', 10: 'Cardiff Blues'}","{0: '116227', 1: '25901', 2: '25898', 3: '25903', 4: '25958', 5: '25961', 6: '25924', 7: '25927', 8: '25967', 9: '25925', 10: '25965'}","{0: '603001', 1: '603002', 2: '603003', 3: '603004', 4: '602561', 5: '602562', 6: '602563', 7: '602564', 8: '602565', 9: '602566', 10: '602567'}"
"{0: 'US Montauban', 1: 'Bordeaux Begles', 2: 'Clermont Auvergne', 3: 'Lyon', 4: 'Perpignan', 5: 'Racing 92', 6: 'Stade Francais Paris'}","{0: '289766', 1: '143737', 2: '25917', 3: '143736', 4: '25920', 5: '99855', 6: '25921'}","{0: '270559', 1: '270559', 2: '270559', 3: '270559', 4: '270559', 5: '270559', 6: '270559'}","{0: '20251031', 1: '20251031', 2: '20251031', 3: '20251031', 4: '20251031', 5: '20251031', 6: '20251031'}","{0: 'Bayonne', 1: 'Castres Olympique', 2: 'Montpellier Herault', 3: 'Toulon', 4: 'Pau', 5: 'La Rochelle', 6: 'Stade Toulousain'}","{0: '25912', 1: '25916', 2: '25918', 3: '25986', 4: '270567', 5: '119318', 6: '25922'}","{0: '602735', 1: '602736', 2: '602737', 3: '602738', 4: '602739', 5: '602740', 6: '602741'}"
"{0: 'Australia', 1: 'United States of America', 2: 'New Zealand'}","{0: '6', 1: '11', 2: '8'}","{0: '289234', 1: '289234', 2: '289234'}","{0: '20251101', 1: '20251101', 2: '20251101'}","{0: 'England', 1: 'Scotland', 2: 'Ireland'}","{0: '1', 1: '2', 2: '3'}","{0: '602466', 1: '602467', 2: '602468'}"
